Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
43.58,111.96,6.9,33.57,1,-1.2902,0.3362,571.44,36,1.0
29.73,69.03,0.13,87.05,2,-0.6039,0.1259,504.39,36,1.0
54.02,86.02,2.04,44.16,3,-0.5612,0.1473,611.24,7,
52.49,116.4,3.8,35.13,6,0.3327,0.1918,397.63,26,1.0
50.34,116.64,1.15,4.07,3,-0.3475,0.1547,553.89,49,
43.58,123.51,10.32,73.04,4,-1.1789,0.1448,357.81,17,1.0
49.65,59.61,11.0,97.64,4,1.0261,0.1527,590.77,45,1.0
44.89,105.92,15.71,26.05,2,1.3453,0.2232,467.79,28,0.0
46.98,94.85,0.79,65.44,3,-0.187,0.2104,604.86,25,1.0
58.42,119.76,0.41,67.46,4,-0.316,0.244,364.37,1,1.0
51.84,129.53,4.06,44.06,7,0.536,0.3805,593.44,25,0.0
56.1,73.82,7.86,34.31,3,1.4371,0.1199,477.83,28,0.0
47.68,100.32,1.72,5.22,3,-0.7329,0.3356,620.39,9,0.0
46.58,116.65,1.38,94.95,5,1.8093,0.2414,581.95,3,0.0
38.47,93.24,3.65,51.0,4,-0.894,0.1874,387.66,24,1.0
46.3,134.91,3.29,30.6,2,0.7031,0.1908,430.09,17,0.0
16.79,91.97,3.27,88.16,3,2.0204,0.1228,630.62,33,1.0
44.1,94.0,2.6,13.8,2,-1.6828,0.2069,532.5,6,0.0
49.18,78.53,6.49,70.02,0,-0.3688,0.4292,563.04,41,1.0
55.64,103.08,4.77,11.72,3,1.8868,0.0891,740.99,44,1.0
47.31,39.64,3.35,73.01,9,-0.8382,0.3071,426.78,25,0.0
53.48,95.04,6.38,60.26,2,-1.7345,0.3874,388.97,22,1.0
28.2,125.38,1.52,57.02,5,3.0079,0.0291,363.51,11,1.0
49.43,72.06,11.12,56.29,0,-0.232,0.1113,489.63,6,0.0
33.2,67.63,2.42,43.74,3,1.9264,0.2276,488.57,18,0.0
37.92,122.32,1.98,89.58,3,1.1057,0.3027,512.75,31,1.0
48.13,125.03,3.91,3.69,4,-0.937,0.1189,541.53,9,0.0
62.76,72.89,1.58,87.7,3,-1.0496,0.1936,397.17,0,0.0
53.71,134.65,1.56,42.53,2,0.7774,0.2606,366.49,3,1.0
50.18,108.65,0.41,32.89,1,1.4888,0.1036,295.34,6,1.0
49.8,120.97,5.28,59.59,2,0.0732,0.4262,555.86,3,0.0
42.86,84.16,12.19,21.66,2,-1.4655,0.4619,489.34,14,1.0
44.56,129.78,5.78,44.55,7,0.9984,0.267,302.36,30,0.0
54.27,94.64,4.19,62.71,2,-0.9794,0.0964,429.28,41,0.0
36.15,93.76,6.22,37.38,2,0.8021,0.5119,397.82,5,0.0
55.93,109.65,16.97,31.81,1,-0.1215,0.1553,566.53,45,0.0
46.11,92.16,2.05,58.97,9,0.0756,0.2677,420.78,17,0.0
58.26,69.59,2.82,62.54,1,1.4391,0.1534,597.56,39,1.0
59.61,102.64,1.69,31.3,5,0.9724,0.3009,674.06,34,1.0
33.27,93.64,0.08,64.86,1,-0.0881,0.3237,346.58,27,0.0
44.18,84.64,2.13,84.33,1,-1.8937,0.1545,427.46,17,0.0
41.44,124.81,0.37,11.32,3,-0.2916,0.5647,507.26,29,1.0
31.87,147.85,9.77,93.89,6,-0.1821,0.2204,456.88,32,1.0
39.67,81.62,6.29,6.73,6,-0.2745,0.2267,591.93,13,1.0
74.41,103.95,1.81,52.43,4,0.7354,0.2631,469.77,15,1.0
56.1,92.03,1.99,90.27,8,-1.7256,0.4161,702.17,38,1.0
69.17,145.77,4.22,25.58,2,-0.0375,0.295,500.4,40,0.0
58.29,109.83,8.0,69.67,3,-1.3147,0.1626,633.03,9,0.0
42.58,118.54,6.34,4.2,1,0.9545,0.2311,523.75,4,0.0
46.18,123.64,0.15,48.05,1,0.6506,0.3128,472.63,48,1.0
55.88,102.6,7.69,62.6,7,-0.4104,0.2909,520.96,22,0.0
54.38,96.27,10.66,53.95,3,0.2494,0.2455,635.54,29,0.0
44.23,130.38,0.47,17.78,2,-1.0993,0.5912,399.55,49,0.0
34.9,115.56,7.35,2.15,3,-1.2086,0.1686,632.27,39,0.0
82.88,83.08,1.45,44.83,0,-0.5649,0.1263,461.73,6,
48.59,85.52,0.95,18.05,2,0.9171,0.2783,505.64,19,0.0
46.74,92.21,3.92,36.55,7,0.2796,0.1964,312.19,26,0.0
51.13,123.18,4.02,84.06,4,-1.8078,0.3738,448.11,49,1.0
47.57,129.47,3.18,54.89,3,0.2101,0.2715,612.46,10,
51.23,143.03,11.6,8.17,7,0.8187,0.1274,333.24,0,
62.87,85.83,1.38,71.74,2,0.1596,0.4767,486.83,31,
48.75,102.8,4.61,45.0,3,-0.4523,0.2085,605.87,7,0.0
38.37,92.0,2.64,4.06,4,-0.586,0.2554,298.53,6,1.0
48.38,96.35,10.35,72.17,3,-1.4852,0.2431,336.17,43,1.0
45.36,118.6,0.71,88.58,2,0.2643,0.1846,481.35,33,0.0
64.24,99.08,0.43,74.66,5,1.0635,0.2925,587.72,37,1.0
61.71,126.32,24.64,97.81,3,0.9571,0.0703,402.9,25,0.0
51.08,89.67,4.3,15.74,4,0.2139,0.0032,518.8,27,1.0
37.21,114.83,12.15,56.46,1,-0.0644,0.1615,478.6,16,0.0
37.74,91.14,2.62,9.24,2,-1.2953,0.0622,310.95,30,0.0
50.15,63.26,4.64,97.57,3,-1.3577,0.2736,405.78,38,1.0
53.36,79.57,5.92,21.51,2,1.0316,0.6701,516.93,11,1.0
46.25,102.48,21.38,94.2,4,-0.692,0.3797,647.36,19,0.0
45.2,138.43,0.6,45.8,6,-0.3082,0.1198,746.61,43,0.0
44.07,90.81,0.67,79.35,1,-0.4732,0.1976,536.36,12,
49.77,96.62,3.7,95.46,2,0.8706,0.2723,630.27,13,
26.17,109.79,0.29,23.29,3,-0.538,0.2325,410.83,37,
38.99,88.01,6.5,81.58,2,0.2035,0.4365,478.18,32,1.0
43.73,90.32,23.42,88.94,1,-1.0007,0.5468,479.16,27,0.0
62.08,101.44,8.34,55.16,3,-0.6376,0.3249,422.89,28,0.0
41.86,91.27,1.54,67.43,0,-0.2881,0.4471,587.07,18,0.0
51.8,64.34,8.04,44.33,2,0.9649,0.1796,491.56,9,1.0
52.27,87.0,4.94,42.53,4,0.1026,0.0635,356.41,42,1.0
62.98,112.3,0.64,15.94,2,-0.0918,0.1684,465.13,5,
62.63,112.92,4.17,68.9,1,0.2034,0.5531,525.59,23,1.0
49.42,126.72,11.35,16.69,6,0.4288,0.606,441.66,28,
45.25,125.11,1.71,18.19,3,0.1852,0.1461,537.14,41,
43.36,82.0,5.38,50.27,0,-0.2179,0.1767,494.41,35,1.0
47.59,85.09,0.21,45.82,7,0.1413,0.256,458.71,11,
45.66,85.97,8.99,64.95,3,-0.6329,0.4407,598.62,46,0.0
55.54,96.96,1.15,52.22,0,0.7631,0.1737,567.06,46,1.0
54.2,87.53,4.69,31.52,2,1.5237,0.2529,470.18,37,1.0
55.92,96.51,3.71,5.79,5,-0.4118,0.1697,572.2,45,1.0
62.59,82.56,3.97,58.88,8,-0.25,0.206,415.64,18,0.0
68.63,115.69,1.46,48.89,3,-1.2265,0.0433,504.64,40,0.0
51.25,81.04,4.09,8.09,2,-0.6793,0.2836,595.32,35,1.0
60.99,80.05,4.62,69.91,4,0.0817,0.363,447.99,0,0.0
46.48,110.4,2.77,25.49,2,-2.1173,0.374,504.86,21,1.0
61.85,114.45,5.02,3.43,2,0.9223,0.0911,497.37,11,0.0
60.62,95.5,1.06,1.11,3,1.2264,0.2564,426.27,18,0.0
60.08,117.38,3.59,53.97,2,0.1659,0.2484,441.08,22,1.0
50.94,115.94,6.31,92.84,1,-2.0131,0.5386,638.76,36,0.0
43.32,137.98,2.29,84.78,3,-0.9624,0.2553,524.66,8,1.0
36.05,114.66,2.65,10.17,2,0.1934,0.3758,481.87,12,0.0
49.6,134.14,0.9,31.83,6,2.0231,0.2525,387.66,43,1.0
65.33,101.24,4.79,31.31,6,-0.7528,0.076,514.64,30,
46.9,127.99,0.66,85.26,3,-0.6315,0.1717,568.2,14,1.0
57.85,128.42,3.47,80.02,1,0.3978,0.2913,590.7,32,1.0
58.44,97.15,1.18,96.56,4,1.0577,0.4892,281.02,48,1.0
47.16,86.23,1.08,52.06,3,-0.613,0.3526,548.8,23,
63.16,89.75,0.5,1.39,3,1.6822,0.4165,580.51,35,1.0
20.91,108.3,2.21,90.22,3,-0.2852,0.6418,466.86,45,0.0
37.77,77.01,10.1,3.57,0,0.1363,0.185,311.6,17,0.0
40.84,90.93,4.64,83.17,5,0.5525,0.2221,532.27,2,0.0
41.8,123.94,7.55,51.88,6,0.6596,0.1878,653.31,28,
53.36,113.34,0.61,96.57,7,-0.6734,0.5612,421.82,13,0.0
52.9,52.95,1.88,24.27,5,1.6719,0.3106,520.95,41,0.0
53.94,73.35,2.46,51.27,4,-0.9662,0.2051,289.5,5,1.0
55.96,143.18,9.83,1.35,3,-0.9785,0.1226,258.93,41,0.0
40.5,123.59,5.46,60.09,1,-0.4681,0.1692,488.17,31,0.0
37.82,88.34,3.37,6.75,4,-0.2954,0.4197,464.55,47,1.0
53.96,70.23,1.79,6.54,3,0.5037,0.0382,546.92,41,0.0
43.7,75.01,7.13,72.87,2,-1.6476,0.4185,443.26,9,0.0
34.3,110.18,10.96,18.52,3,0.505,0.3243,617.68,29,0.0
59.71,139.54,3.85,97.79,0,-0.4583,0.4535,360.07,3,1.0
63.95,138.27,0.22,39.64,3,-0.6593,0.0896,612.11,18,1.0
65.57,68.49,1.59,48.34,3,0.4743,0.3425,421.94,26,1.0
51.87,94.08,6.85,31.47,2,-0.1725,0.6107,401.14,28,
56.26,82.86,2.45,27.84,3,1.7225,0.2872,494.98,11,0.0
63.7,102.74,4.92,87.42,3,0.8818,0.0705,647.07,23,1.0
43.59,73.38,3.72,89.32,2,1.3115,0.3376,670.14,4,1.0
61.11,89.08,11.91,20.87,3,-1.4437,0.1466,566.85,25,0.0
52.75,82.65,1.83,3.95,5,1.0787,0.1297,345.79,0,1.0
59.14,110.47,2.95,27.75,1,-0.4628,0.0451,466.42,9,0.0
51.86,89.7,0.33,82.48,5,1.006,0.3344,539.55,4,0.0
62.96,92.58,8.17,49.8,0,-0.7616,0.4141,506.41,24,0.0
52.24,110.22,1.97,78.87,1,-1.4109,0.1529,573.58,40,0.0
35.16,132.85,6.4,83.31,2,-0.406,0.2187,429.28,29,1.0
64.52,142.32,0.02,81.93,5,-0.2552,0.1563,561.81,40,1.0
40.52,109.12,10.1,58.27,4,-1.3859,0.8221,610.98,23,1.0
62.53,98.23,17.87,17.05,2,0.4133,0.0778,391.72,41,0.0
49.1,126.32,3.17,63.16,3,-0.2038,0.0578,482.62,18,0.0
61.76,123.34,3.29,30.35,2,-0.1304,0.435,554.49,6,1.0
61.35,117.64,4.79,76.43,3,-0.3024,0.3087,647.5,44,
54.3,68.41,18.47,20.47,1,-1.4086,0.145,551.41,33,1.0
55.09,124.16,4.09,64.62,2,-1.2438,0.3141,423.01,0,0.0
54.23,107.16,0.38,8.57,3,-0.6906,0.2421,689.66,6,0.0
29.86,82.13,4.16,80.2,5,0.755,0.5007,589.19,46,1.0
51.18,86.56,2.72,31.48,9,-1.0449,0.3225,284.75,2,0.0
38.84,111.64,7.15,97.26,5,-0.1754,0.2218,468.08,49,0.0
51.71,49.77,1.81,46.01,3,-0.7036,0.3858,712.82,31,0.0
38.57,97.49,12.92,25.72,3,0.5194,0.1965,516.41,23,0.0
38.15,86.9,8.05,12.56,0,1.9348,0.698,473.16,4,0.0
66.05,84.86,1.98,98.69,4,-0.9269,0.0552,653.53,26,0.0
60.69,90.86,2.17,39.97,2,1.4807,0.0692,462.88,48,0.0
49.96,70.41,3.65,66.71,6,1.0458,0.145,421.23,26,0.0
51.85,121.05,0.52,32.1,2,-0.8154,0.1651,610.03,29,0.0
47.52,57.44,5.86,22.59,3,2.1927,0.3021,481.26,6,0.0
55.7,103.39,4.7,57.14,1,-1.0961,0.5305,529.96,10,0.0
43.24,83.05,1.92,39.57,1,-3.284,0.5741,609.9,27,1.0
59.94,139.67,5.08,48.11,3,1.9802,0.1539,428.8,23,
47.47,100.45,0.52,70.54,0,0.1052,0.1705,200.72,17,
45.8,57.53,15.19,28.25,5,-0.1209,0.3192,596.76,31,
50.22,110.94,0.35,15.42,3,1.2012,0.3921,601.48,31,1.0
44.09,78.15,1.99,53.75,2,0.207,0.3976,548.8,37,1.0
53.29,119.7,17.62,11.61,4,0.497,0.3413,538.03,25,1.0
44.63,112.35,2.54,67.59,2,0.2804,0.2049,458.99,1,1.0
54.69,129.45,10.84,59.12,1,-0.839,0.1307,515.62,35,0.0
62.16,103.74,0.82,23.43,4,-0.7007,0.2911,484.18,14,0.0
42.81,116.38,0.35,26.94,3,-0.217,0.3839,476.4,39,1.0
48.69,100.86,0.57,18.62,4,2.0997,0.3865,429.77,36,1.0
54.61,88.21,17.89,89.17,2,0.7528,0.0835,385.95,13,0.0
45.64,121.32,0.46,31.84,4,-1.8198,0.0927,569.85,33,1.0
54.64,75.39,5.27,91.07,1,-0.247,0.2026,439.98,29,1.0
55.55,99.27,2.9,2.24,3,2.0179,0.4101,488.5,30,0.0
60.83,88.63,9.86,39.26,6,-0.3802,0.0863,460.27,20,1.0
43.94,116.84,1.74,90.5,2,0.2696,0.3981,480.5,6,
40.57,81.07,0.15,71.65,0,-0.9522,0.4815,424.78,3,0.0
46.92,91.82,6.9,6.06,2,-0.8787,0.0726,463.54,36,1.0
40.32,100.88,4.44,49.49,4,1.1629,0.0243,689.55,3,1.0
55.64,129.75,2.85,12.74,6,-0.5799,0.0705,442.38,33,1.0
38.38,89.35,1.95,14.18,2,-0.2147,0.5135,536.47,4,1.0
73.33,91.98,11.48,44.38,3,-0.356,0.2714,479.27,41,1.0
62.96,73.04,0.65,87.53,5,0.9531,0.35,387.54,24,0.0
50.13,80.34,0.76,36.43,5,-0.1643,0.2979,420.39,19,1.0
58.67,108.26,0.07,68.46,1,-2.9807,0.2637,590.24,45,0.0
33.63,100.64,0.38,22.73,4,0.6007,0.0493,460.93,24,0.0
75.23,100.96,9.73,40.33,4,0.3392,0.3485,507.46,30,0.0
44.1,134.82,7.89,11.54,3,-1.2655,0.0321,308.71,38,1.0
48.8,66.55,0.54,13.47,4,1.3857,0.2497,658.92,24,0.0
31.44,146.36,7.57,65.33,2,-0.2705,0.1155,475.6,12,1.0
54.86,123.57,5.12,1.17,4,-0.5991,0.253,636.73,42,1.0
38.94,93.48,2.45,71.38,4,1.283,0.1122,442.92,40,1.0
51.02,107.82,0.44,86.43,2,-0.5679,0.7547,456.13,3,1.0
44.56,86.34,4.61,25.39,2,0.3032,0.277,491.45,32,1.0
39.22,106.38,9.15,87.4,3,0.8958,0.5589,450.87,29,0.0
41.96,143.0,2.73,73.24,2,-1.9484,0.0176,585.32,11,0.0
52.26,87.07,2.76,82.37,2,1.9055,0.6641,415.39,24,0.0
37.19,95.36,8.76,78.69,1,0.3489,0.0504,336.07,35,0.0
42.51,84.86,1.18,0.15,4,0.8924,0.3637,590.74,2,0.0
56.63,88.08,0.95,67.85,2,-0.2428,0.4411,425.15,45,0.0
76.02,91.95,5.95,44.94,1,-0.7756,0.3137,279.15,49,0.0
54.78,78.1,5.34,98.85,4,-1.1112,0.3042,321.12,49,1.0
40.83,94.73,12.16,58.04,3,-0.2002,0.2139,546.85,48,1.0
46.33,101.08,2.03,60.38,2,-0.8973,0.5729,475.04,5,1.0
50.32,91.94,1.13,99.96,4,-1.2573,0.3955,393.45,35,
46.51,54.02,2.8,26.8,4,0.8836,0.2769,362.83,1,0.0
59.03,96.91,2.42,77.08,3,1.1273,0.465,522.17,16,1.0
52.17,99.05,13.91,5.54,1,-1.1779,0.2068,478.6,6,1.0
59.08,137.95,12.48,49.17,4,0.5884,0.5459,392.0,27,0.0
46.86,100.54,2.79,62.96,1,0.797,0.3263,556.09,2,1.0
63.26,118.71,2.66,20.68,2,2.0772,0.3646,308.44,49,0.0
48.34,91.49,2.94,47.45,1,1.4533,0.3677,368.05,26,0.0
40.29,125.96,6.56,45.66,3,-1.5285,0.3774,481.38,0,1.0
71.77,81.11,3.99,28.13,4,0.8318,0.4668,479.65,6,0.0
31.75,110.1,1.7,60.83,2,0.5676,0.1072,366.86,26,1.0
42.61,116.81,7.32,67.7,3,-0.6424,0.2226,551.63,42,1.0
43.73,113.87,11.71,8.76,3,-0.1105,0.3318,488.47,16,1.0
75.08,143.28,6.32,15.5,2,-0.2077,0.1391,691.68,35,1.0
68.07,88.31,1.08,95.71,4,-0.6661,0.0768,432.59,27,0.0
64.94,128.28,7.85,3.94,6,-1.359,0.4568,494.51,45,1.0
46.69,123.11,22.53,10.86,8,0.825,0.3299,444.27,20,0.0
74.26,100.99,5.78,81.26,2,2.0343,0.0944,580.5,0,1.0
53.68,136.79,1.4,80.9,4,-0.6452,0.3839,463.56,25,0.0
59.77,97.07,0.03,95.42,4,-1.2558,0.2014,635.49,22,0.0
51.8,100.45,2.43,86.6,1,-1.0466,0.3327,442.1,30,0.0
49.51,99.89,3.18,21.64,4,1.2807,0.6809,431.34,45,1.0
47.48,74.54,12.02,68.05,5,-0.9097,0.2816,473.63,13,0.0
47.9,115.23,4.83,19.79,3,0.2769,0.0909,561.48,49,1.0
56.08,112.11,1.65,82.43,0,0.7804,0.3332,361.09,44,0.0
53.67,97.91,5.88,52.22,7,-0.1457,0.2608,363.29,30,1.0
49.69,135.25,0.48,46.38,4,0.1189,0.3435,383.76,37,1.0
65.1,91.26,1.2,50.08,2,-0.5849,0.2692,670.48,42,0.0
20.33,65.4,6.82,2.43,4,-0.8746,0.0493,722.75,16,0.0
55.1,138.04,1.76,71.63,2,-0.1933,0.2025,408.88,24,1.0
57.18,120.22,0.16,16.73,6,0.9481,0.4261,233.11,45,1.0
61.47,112.52,3.43,13.7,5,-0.109,0.0681,574.96,27,1.0
49.35,93.21,5.37,30.1,2,-0.3778,0.2749,422.05,36,0.0
52.08,106.84,7.78,48.96,3,0.8037,0.0409,385.83,17,1.0
59.86,74.79,1.83,50.93,4,0.7829,0.4544,318.45,24,0.0
64.91,95.5,2.76,65.71,4,1.057,0.4364,459.24,29,0.0
46.99,81.93,4.07,6.57,0,1.2771,0.1588,600.11,36,0.0
52.67,105.24,0.39,33.85,5,-0.0507,0.2553,410.44,27,
66.79,118.47,1.1,24.46,2,2.2945,0.4864,557.15,14,1.0
28.76,79.05,2.3,40.3,2,-2.4916,0.3731,407.68,37,1.0
43.1,114.5,1.55,50.91,3,1.1452,0.7063,473.06,15,
64.66,103.99,3.14,84.94,4,-0.9997,0.249,532.53,44,1.0
60.93,113.68,5.26,86.03,2,0.2192,0.2801,573.92,29,1.0
55.22,95.16,3.88,53.49,2,0.3621,0.45,589.91,36,1.0
45.51,114.08,7.44,78.6,4,0.7221,0.0419,565.79,17,0.0
41.18,86.08,4.92,40.38,2,0.3412,0.2591,527.16,37,0.0
44.09,66.35,1.73,98.8,1,-0.7836,0.2825,521.3,11,1.0
65.48,70.92,0.64,12.62,1,0.916,0.0588,653.75,48,0.0
43.72,89.94,5.1,14.31,1,-2.674,0.3221,553.72,21,0.0
51.01,67.75,1.19,29.32,3,0.4985,0.2726,454.5,13,0.0
42.46,131.01,1.92,10.41,5,0.62,0.5701,584.26,39,0.0
58.43,98.34,7.93,0.55,4,-0.5196,0.2884,600.73,29,0.0
44.61,118.39,1.24,32.68,2,-1.4955,0.2523,288.56,28,1.0
49.02,115.74,3.86,4.63,4,-1.4489,0.4417,229.33,0,0.0
33.17,100.13,0.5,58.24,5,-1.8914,0.3129,382.18,3,0.0
33.87,170.73,2.69,83.54,4,2.3373,0.3282,542.84,27,1.0
50.08,158.55,19.63,18.23,4,-2.1043,0.497,602.11,16,1.0
36.75,127.84,15.44,60.09,2,1.8327,0.1959,328.98,36,
71.05,81.9,14.65,24.18,4,-1.4703,0.6603,603.49,5,0.0
29.38,128.66,4.52,52.96,4,-0.174,0.3127,440.64,11,0.0
42.0,65.03,1.75,53.45,1,-0.2543,0.0414,441.4,24,
50.17,127.93,2.19,5.15,3,-0.1167,0.3897,410.03,16,0.0
46.35,48.88,1.15,92.99,3,-0.7795,0.4158,386.34,16,0.0
38.96,93.62,0.51,17.77,4,-0.404,0.5566,413.07,46,0.0
40.42,124.18,0.92,57.61,1,1.0816,0.2125,508.71,41,1.0
40.09,107.7,3.15,45.81,5,0.0274,0.2691,366.3,19,1.0
47.13,70.43,0.14,80.43,3,-0.9017,0.4503,513.27,32,1.0
69.52,103.41,14.0,37.68,6,-1.4956,0.1837,381.95,49,0.0
50.78,107.71,4.12,72.96,2,-1.2464,0.0447,435.24,38,0.0
61.83,104.1,0.95,77.43,7,-1.1407,0.4995,539.2,17,
55.07,91.85,2.69,16.52,1,1.1386,0.1297,273.1,21,1.0
61.14,117.1,2.36,67.29,3,0.3988,0.494,626.69,47,1.0
22.0,122.9,9.02,43.67,3,1.7977,0.4976,351.69,13,1.0
46.96,96.92,0.64,95.5,5,-1.9021,0.2933,653.65,17,0.0
63.07,130.39,2.81,98.8,4,-0.7048,0.6085,337.1,41,1.0
44.28,96.87,6.21,70.05,2,0.5854,0.3299,296.2,47,1.0
67.62,90.2,2.34,56.37,4,1.6425,0.389,386.46,28,1.0
64.84,127.14,2.21,31.76,1,-0.8649,0.0627,310.06,49,1.0
45.31,126.41,2.08,26.26,3,0.6414,0.0116,465.31,34,
44.97,87.6,7.18,47.92,3,0.3769,0.4529,601.33,14,
39.86,84.69,0.64,53.53,3,0.3189,0.3841,633.88,34,1.0
43.7,135.29,9.71,54.54,4,-0.4578,0.2949,446.04,15,1.0
37.67,97.95,0.37,80.86,5,1.0699,0.492,715.8,31,0.0
54.29,100.07,1.92,84.31,3,-1.1052,0.3194,448.7,7,0.0
35.44,94.96,2.46,35.37,0,-0.7361,0.1918,636.97,21,0.0
56.04,126.43,2.5,51.14,3,-0.9108,0.3301,488.46,12,1.0
56.28,142.88,1.04,75.74,1,-0.9141,0.1299,204.46,44,1.0
33.39,101.4,4.62,87.19,2,0.1404,0.1943,428.04,36,1.0
65.5,148.35,3.02,15.0,1,0.1516,0.1827,615.8,8,1.0
55.14,88.91,4.19,74.7,2,0.0277,0.0816,249.79,3,0.0
57.5,94.34,4.77,91.93,2,0.6102,0.4911,575.37,43,1.0
42.41,113.46,1.06,25.09,1,1.0371,0.5387,639.26,36,1.0
56.22,83.66,12.65,48.89,3,0.1319,0.2839,502.31,18,0.0
61.26,113.2,8.86,0.29,1,-0.0822,0.5739,356.21,19,0.0
49.01,89.63,8.81,82.24,1,-0.5857,0.3632,536.29,15,0.0
70.02,69.12,3.79,84.26,2,-1.8503,0.5482,555.09,46,1.0
50.44,65.15,8.58,91.38,3,-0.2747,0.1918,450.26,20,0.0
61.41,93.52,4.94,73.03,1,0.7939,0.423,364.01,44,0.0
52.93,108.35,2.99,33.9,2,-0.7337,0.2859,394.01,15,
55.86,72.78,6.98,18.09,3,-0.2057,0.3813,487.65,43,1.0
33.29,103.57,4.58,33.8,5,0.0048,0.0729,558.53,13,0.0
53.71,103.63,0.01,22.75,2,1.0043,0.2779,513.74,38,1.0
42.65,96.65,29.05,10.83,2,-0.2098,0.2149,534.53,44,
41.54,81.48,2.81,46.6,2,0.7891,0.1415,534.46,42,0.0
67.44,104.8,4.24,20.43,6,0.4013,0.2029,387.26,21,0.0
47.86,97.15,2.6,6.51,3,0.6468,0.3245,643.93,22,1.0
39.97,119.63,0.53,55.61,1,-0.0265,0.3104,406.63,49,0.0
46.41,74.14,8.98,56.94,3,0.2364,0.079,429.04,48,0.0
37.0,102.28,5.74,50.8,6,1.5769,0.4214,683.97,23,0.0
64.34,74.56,8.82,17.58,2,0.6216,0.3637,382.12,14,0.0
43.04,95.26,3.31,41.8,2,-0.3243,0.6981,634.97,32,1.0
55.29,78.1,7.84,70.29,5,0.2119,0.4943,533.09,40,0.0
63.56,81.65,7.99,72.03,3,-0.9886,0.348,485.6,20,1.0
45.0,99.92,2.05,60.13,1,0.2422,0.3122,528.1,30,1.0
55.32,88.69,0.02,83.3,2,-1.1799,0.1643,606.3,14,0.0
39.7,129.33,9.82,61.73,6,0.2209,0.4673,513.47,3,1.0
74.46,123.58,1.02,5.91,6,-0.0674,0.1951,386.23,37,0.0
59.36,116.1,10.15,76.99,4,0.3127,0.084,298.05,27,0.0
48.07,115.7,4.82,38.54,4,0.7424,0.1911,570.57,24,0.0
42.27,102.61,5.04,22.08,2,0.766,0.0715,534.68,35,0.0
48.86,126.1,1.42,3.49,2,-1.3583,0.1029,550.3,36,
46.6,94.12,2.58,32.4,2,-0.0567,0.224,257.36,31,
69.53,142.39,1.87,61.13,1,0.0707,0.4695,376.0,26,1.0
37.74,81.16,1.06,85.31,4,-0.7741,0.1822,636.41,5,1.0
51.35,77.42,6.45,31.28,2,-0.664,0.0741,662.04,17,1.0
49.82,72.1,0.5,50.75,3,-0.6541,0.5664,462.89,18,
48.83,75.58,3.59,15.67,1,0.8181,0.5148,308.26,24,
48.91,67.41,3.84,45.06,0,0.3378,0.2577,376.51,30,
48.84,104.28,15.55,28.4,1,0.3567,0.259,538.33,13,0.0
58.73,117.08,10.18,14.59,3,0.2981,0.4759,495.77,8,0.0
56.09,100.68,3.38,49.01,2,1.4593,0.2732,646.76,26,1.0
54.19,72.29,9.3,95.13,3,-0.1521,0.3624,382.99,33,1.0
19.66,90.61,7.82,61.1,4,-0.4766,0.3641,628.4,23,0.0
53.0,116.83,0.14,71.79,5,-1.5883,0.4754,468.33,41,1.0
33.44,93.16,12.76,22.07,1,1.2387,0.0748,670.26,1,
56.46,84.03,5.82,42.79,4,-0.46,0.3167,378.04,5,1.0
64.74,69.72,5.57,87.34,0,2.5258,0.5709,554.17,0,1.0
40.74,91.55,6.25,43.1,6,-1.239,0.2535,444.54,6,1.0
47.38,85.95,1.27,30.82,3,-0.3371,0.0654,568.46,22,0.0
44.01,98.27,0.15,15.82,3,0.3573,0.0818,464.81,49,0.0
62.35,109.53,1.32,58.19,3,0.3163,0.2376,574.69,10,
50.95,94.35,7.91,7.09,0,2.0089,0.3881,480.19,25,0.0
67.28,103.7,4.55,18.78,2,0.3006,0.4208,503.66,18,0.0
54.14,109.44,2.24,20.22,4,0.748,0.4783,569.73,24,0.0
52.42,75.4,1.38,3.81,6,0.3187,0.3442,391.86,0,
50.68,137.72,8.04,9.37,2,0.386,0.0805,392.3,26,1.0
58.18,85.17,3.06,42.39,2,-0.0947,0.1694,394.32,17,0.0
32.62,110.33,4.73,0.77,2,0.4053,0.4198,367.1,43,0.0
50.85,77.28,0.06,46.28,7,-0.5603,0.1925,541.98,43,0.0
49.3,102.2,2.81,96.91,4,2.3551,0.3833,420.61,20,1.0
57.25,102.93,0.08,45.52,3,-1.2547,0.441,408.59,48,0.0
48.12,133.18,7.74,81.1,3,2.3309,0.2002,381.27,39,0.0
39.61,95.35,1.43,0.27,1,1.7445,0.4077,634.8,29,1.0
50.07,125.99,0.91,74.33,1,0.538,0.2357,626.33,5,0.0
39.17,105.81,13.05,45.96,6,-0.3832,0.3085,466.14,30,0.0
30.75,137.04,0.09,29.26,5,0.3058,0.0648,444.82,17,1.0
57.27,64.4,1.1,0.38,3,1.0084,0.3746,452.19,45,0.0
55.79,109.64,1.38,58.72,6,0.8145,0.2299,577.46,26,1.0
54.67,46.54,8.65,77.64,3,1.0231,0.5162,565.71,32,1.0
63.03,98.84,6.19,17.0,2,-0.3433,0.1055,316.41,37,0.0
